reference,author,title,city,editorial,year,catalog
"Rodríguez Mateos, María Victoria, La vida cotidiana en Trujillo en el siglo XIX. Trujillo, Palacio de los Barrantes-Cervantes, 2023.",María Victoria Rodríguez Mateos,La vida cotidiana en Trujillo en el siglo XIX,Trujillo,Palacio de los Barrantes-Cervantes,2023,2022-2023
"Rodríguez Plaza, Miguel Ángel, Exposición fotográfica Formas. Badajoz, Fundación CB, 2022.",Miguel Ángel Rodríguez Plaza,Exposición fotográfica Formas,Badajoz,Fundación CB,2022,2022-2023
"Rodríguez Plaza, Miguel Ángel, La India. Contraste cultural. Badajoz, Fundación CB, 2022. Fotografías.",Miguel Ángel Rodríguez Plaza,La India. Contraste cultural,Badajoz,Fundación CB,2022,2022-2023
"Rodríguez Prieto, María Teresa, Virgen de Guadalupe : tradición e historia en imágenes. Catálogo. Badajoz, MUBA, 2022.",María Teresa Rodríguez Prieto,Virgen de Guadalupe : tradición e historia en imágenes,Badajoz,MUBA,2022,2022-2023
"Rodríguez Velardo, Leandro, El alma y la noche. Cáceres, Cuatro Hojas, 2022.",Leandro Rodríguez Velardo,El alma y la noche,Cáceres,Cuatro Hojas,2022,2022-2023
"Herrera Vázquez, Manuel, La Inquisición en el Monasterio de Guadalupe. Cáceres, UEX, 2022.",Manuel Herrera Vázquez,La Inquisición en el Monasterio de Guadalupe,Cáceres,UEX,2022,2022-2023
"Hidalgo Naranjo, María José, Nuestras raíces. Azuaga, Stela literaria,  2022.",María José Hidalgo Naranjo,Nuestras raíces,Azuaga,Stela literaria,2022,2022-2023
"Hernández Ramírez, Juan José, La Extremadura empresarial que he conocido. Dos vols. Prólogo de Jorge Gruart. Tomo I, 532 pp. Tomo II, 533-928. Badajoz, Editamás, 2022.",Juan José Hernández Ramírez,La Extremadura empresarial que he conocido,Badajoz,Editamás,2022,2022-2023
"Caletrio Alonso, Claudio, Enciclopedia Antigua de Mohedas de Granadilla: Dedicada a nuestros abuelos. Diputación de Cáceres, 2022.",Claudio Caletrio Alonso,Enciclopedia Antigua de Mohedas de Granadilla: Dedicada a nuestros abuelos,Diputación de Cáceres,,2022,2022-2023
"Borja Gutiérrez, Francisco de, Cuentinos del tío Perico. Cáceres, El País Literario, 2023.",Francisco de Borja Gutiérrez,Cuentinos del tío Perico,Cáceres,El País Literario,2023,2022-2023
"Borreguero, Ángel, Putitos. Madrid, El sastre de Apollinaire, 2023. Poesía",Ángel Borreguero,Putitos,Madrid,El sastre de Apollinaire,2023,2022-2023
"Boza Mangas, María José, Tiempo de grullas. [S. l.] : [s. n.], 2022.",María José Boza Mangas,Tiempo de grullas,[S. l.],[s. n.],2022,2022-2023
"Bravo Díaz, Jesús Fernando, Aquellos años de la celebración del Bimilerario del Cáceres Romano (1966-1967).  Cáceres, Letras Cascabeleras, 2022. Ensayo",Jesús Fernando Bravo Díaz,Aquellos años de la celebración del Bimilerario del Cáceres Romano (1966-1967),Cáceres,Letras Cascabeleras,2022,2022-2023
"Bravo, Hilario, Diario de un chamán: 50 años. Cáceres, Diputación/Badajoz, Museo Extremeño e Iberoamericano de Arte Contemporáneo, 2022.",Hilario Bravo,Diario de un chamán: 50 años,Cáceres,"Diputación/Badajoz, Museo Extremeño e Iberoamericano de Arte Contemporáneo",2022,2022-2023
"Bueno Flores, José Domingo, El camión de la paz: ""un viaje de España a Ucrania lleno de solidaridad"". Badajoz, Diputación, 2022.",José Domingo Bueno Flores,El camión de la paz: un viaje de España a Ucrania lleno de solidaridad,Badajoz,Diputación,2022,2022-2023
"Bulnes Cercas, Miguel, Garbanzo o la génesis de un reclamo. Cáceres, Editorial Canchales, 2022.",Miguel Bulnes Cercas,Garbanzo o la génesis de un reclamo,Cáceres,Editorial Canchales,2022,2022-2023
"Caballero González, Sebastián, La Abadía. Un centro de conocimiento y de la cultura, único en Extremadura. Cáceres, Herratas, septiembre 2022",Sebastián Caballero González,"La Abadía. Un centro de conocimiento y de la cultura, único en Extremadura",Cáceres,Herratas,2022,2022-2023
"Cabecera Soriano, Rubén, Sicilia y Extremadura: un patrimonio posible / Grupo de Investigación de Construcciones Arquitectónicas, Rubén Cabecera Soriano. Cáceres, Grupo de Investigación de Construcciones Arquitectónicas, Universidad de Extremadura, 2022.",Rubén Cabecera Soriano Grupo de Investigación de Construcciones Arquitectónicas,Sicilia y Extremadura: un patrimonio posible,Cáceres,"Grupo de Investigación de Construcciones Arquitectónicas, Universidad de Extremadura",2022,2022-2023
"Cabezas, José A., En busca del agua… y otras historias curiosas de la Antigüedad. Barcelona, Planeta, 2023.",José A. Cabezas,En busca del agua… y otras historias curiosas de la Antigüedad,Barcelona,Planeta,2023,2022-2023
"Cabezas de Herrera, Ramón, El cuarto lado del triángulo. Madrid, Editorial Verbum, 2022. Novela",Ramón Cabezas de Herrera,El cuarto lado del triángulo,Madrid,Editorial Verbum,2022,2022-2023
"Cabezón, Gustavo, Un Día. Montijo, Ayuntamiento, 2022. XXIV Certamen de Relatos Cortos Rafael González Castell. Autor de Buenos Aires.",Gustavo Cabezón,Un Día,Montijo,Ayuntamiento,2022,2022-2023
"Cáceres Escudero, Yonatán, Orquídeas del Geoparque Villuercas-Ibores-Jara. Cáceres, Diputación, 2022.",Yonatán Cáceres Escudero,Orquídeas del Geoparque Villuercas-Ibores-Jara,Cáceres,Diputación,2022,2022-2023
"Cáceres Escudero, Yonatán y Durán Oliva, Fernando, Orquídeas del Geoparque Villuercas-Ibores-Jara . Cáceres, Diputación, 2022.",Yonatán Cáceres Escudero;Fernando Durán Oliva,Orquídeas del Geoparque Villuercas-Ibores-Jara,Cáceres,Diputación,2022,2022-2023
"Cáceres Pozo, Tomás, Poemas de amor, para amar. Azuaga, Stela literaria, 2022.",Tomás Cáceres Pozo,"Poemas de amor, para amar",Azuaga,Stela literaria,2022,2022-2023
"Cachadiña Gutiérrez, Gustavo José, La ciudad de la esperanza. Badajoz, Editamás, 2022.",Gustavo José Cachadiña Gutiérrez,La ciudad de la esperanza,Badajoz,Editamás,2022,2022-2023
"Calderón Matador, Juan, Con tres heridas, yo. Madrid, Los libros del Mississipi, 2022. Poesía.",Juan Calderón Matador,"Con tres heridas, yo",Madrid,Los libros del Mississipi,2022,2022-2023
"Calzado Masa, Josefa, Crónicas logrosanas: (Recuerdos de infancia).  Logrosán, Asociación FEMAR, 2022.",Josefa Calzado Masa,Crónicas logrosanas: (Recuerdos de infancia),Logrosán,Asociación FEMAR,2022,2022-2023
"Calderón, Juan y otros, Regalos intangibles. Madrid, Tertulia Rascamán, Navidades 2022. Poesía.",Juan Calderón;otros,Regalos intangibles,Madrid,Tertulia Rascamán,2022,2022-2023
"Bobadilla Guzmán, Francisco L., Sociedad comunal agraria ""Las Cabras Alta y Baja"" de Zahínos (Badajoz) (1931-2021): un sueño comunal hecho realidad 70 años después. Sevilla, autoedición, 2022.",Francisco L. Bobadilla Guzmán,Sociedad comunal agraria 'Las Cabras Alta y Baja' de Zahínos (Badajoz) (1931-2021): un sueño comunal hecho realidad 70 años después,Sevilla,autoedición,2022,2022-2023
"Blanco Coronado, Francisco, Mérida, paraíso ornitológico. Mérida, Delegación de Turismo, 2023.",Francisco Blanco Coronado,"Mérida, paraíso ornitológico",Mérida,Delegación de Turismo,2023,2022-2023
"Blanco Coronado, Francisco, Cornalbo. Mérida, Industria Gráfica Igraex , 2022.",Francisco Blanco Coronado,Cornalbo,Mérida,Industria Gráfica Igraex,2022,2022-2023
"Bazaga, María del Carmen, A Dios pongo por testigo. Badajoz, Diputación, 2022.",María del Carmen Bazaga,A Dios pongo por testigo,Badajoz,Diputación,2022,2022-2023
"Barrado, Juan Manuel, Teoría de Nueva York. Gijón, Trea, 2023.",Juan Manuel Barrado,Teoría de Nueva York,Gijón,Trea,2023,2022-2023
"Barrero Martín, Nova, Ornamenta muliebria: el adorno personal femenino en Mérida durante la antigüedad. Mérida, Fundación de Estudios Romanos, Museo Nacional de Arte Romano, 2022.",Barrero Martín,"Nova, Ornamenta muliebria: el adorno personal femenino en Mérida durante la antigüedad",Mérida,"Fundación de Estudios Romanos, Museo Nacional de Arte Romano",2022,2022-2023
"Barriga Bravo, J.J. y otros, Extremadura: identidad / cohesión / desarrollo . Badajoz, Club Senior, 2022.",J.J. Barriga Bravo;otros,Extremadura: identidad / cohesión / desarrollo,Badajoz,Club Senior,2022,2022-2023
"Barriga Bravo, J.J. y otros, Informe general de la situación de Extremadura: IX Foro. Badajoz, Club Senior de Extremadura, 2022.   Barriga Bravo, J. Julián y otros, Enrique Sánchez de León Pérez. Badajoz, Fundación CB, 2022",J.J. Barriga Bravo;otros,Informe general de la situación de Extremadura: IX Foro,Badajoz,Club Senior de Extremadura,2022,2022-2023
"Barriga Bravo, J. Julián y otros, 9 Informe sobre el ferrocarril de Extremadura. Badajoz, Club Senior, 2023.",J. Julián Barriga Bravo;otros,Informe sobre el ferrocarril de Extremadura,Badajoz,Club Senior,2023,2022-2023
"Barriga Bravo, J. Julián y otros, 22 Grandes propuestas para Extremadura. Badajoz, Club Senior, 2023.",J. Julián Barriga Bravo;otros,22 Grandes propuestas para Extremadura,Badajoz,Club Senior,2023,2022-2023
"Barrio Barrio, Juan Antonio, El diezmo en la ciudad de Orihuela en la Edad Media: los conflictos en torno a la percepción del tributo, en un territorio eclesiástico fronterizo. Cáceres, UEX, 2022",Juan Antonio Barrio Barrio,"El diezmo en la ciudad de Orihuela en la Edad Media: los conflictos en torno a la percepción del tributo, en un territorio eclesiástico fronterizo",Cáceres,UEX,2022,2022-2023
"Barroso Vázquez, Sixto, El río y yo. Badajoz, Editamás, 2023. Narrativa.",Sixto Barroso Vázquez,El río y yo,Badajoz,Editamás,2023,2022-2023
"Bazaga, Maribel, XII Exposición de Pintura. Badajoz, Museo Luis de Morales, abril 2023. Catálogo.",Maribel Bazaga,XII Exposición de Pintura,Badajoz,Museo Luis de Morales,2023,2022-2023
"Blázquez, Aurora, Anuario de la provincia de Cáceres 2021. Cáceres, Asociación de periodistas de Cáceres, 2022.",Aurora Blázquez,Anuario de la provincia de Cáceres 2021,Cáceres,Asociación de periodistas de Cáceres,2022,2022-2023
"Becerra Valcarce, Diego, Santos de la villa de Magazela : vida y patrocinio de los ilustres martires de Jesu Christo Nuestro Señor San Aquila y Santa Priscilla , suesposa /[escrito por ... frey don Diego Bezerra Valcarçe ... ; sacado a luz pordon Antonio Bezerra de Valcarçe su hermano ...]. Magacela, Ayuntamiento, 2022.",Diego Becerra Valcarce,"Santos de la villa de Magazela: vida y patrocinio de los ilustres mártires de Jesu Christo Nuestro Señor San Aquila y Santa Priscilla, su esposa",Magacela,Ayuntamiento,2022,2022-2023
"Benítez Cidoncha, José María (fotos) y González Montero, Marino (textos), La verdadera lengua de los pájaros, The true tongue of birds . Mérida, De la Luna Libros, 2022.",José María (fotos) Benítez Cidoncha;Marino (textos) González Montero,La verdadera lengua de los pájaros,Mérida,De la Luna Libros,2022,2022-2023
"Benito Cebrián, María Belén, Lasky: un cuento perruno. Cáceres, Cuatro hojas, 2022.",María Belén Benito Cebrián,Lasky: un cuento perruno,Cáceres,Cuatro hojas,2022,2022-2023
"Benito Fernández, Sandra, Víspera de la luz. Santiago de Chile, RIl editores, 2022.",Sandra Benito Fernández,Víspera de la luz,Santiago de Chile,RIl editores,2022,2022-2023
"Bermejo Castro, Isidoro, Tierra, trayecto de ida : selección de escritos referidos a Extremadura como espacio de la memoria 2013-2022. Cáceres, Cuatro hojas, 2022.",Isidoro Bermejo Castro,"Tierra, trayecto de ida : selección de escritos referidos a Extremadura como espacio de la memoria 2013-2022",Cáceres,Cuatro hojas,2022,2022-2023
"Bermejo Fernández, Ana, Todas las bocas. Ed. Juglar, 2022.",Ana Bermejo Fernández,Todas las bocas,Ed. Juglar,Ed. Juglar,2022,2022-2023
"Bermejo Martín, Juan Francisco y otros, Fundación Computación y Tecnologías Avanzadas de Extremadura COMPUTAEX CénitS: memoria 2021. S.l., Fundación COMPUTAEX], 2022.",Juan Francisco Bermejo Martín;otros,Fundación Computación y Tecnologías Avanzadas de Extremadura COMPUTAEX CénitS: memoria 2021,S.l.,Fundación COMPUTAEX,2022,2022-2023
"Bermejo Vivas, Juan Manuel, Judith y los pinceles mágicos: cuentos para pensar, conocer y sentir. Ilustraciones de Conchi Triano García. Cáceres, Cuatro Hojas, 2022.",Juan Manuel Bermejo Vivas,"Judith y los pinceles mágicos: cuentos para pensar, conocer y sentir",Cáceres,Cuatro Hojas,2022,2022-2023
"Caldito Aunión, Carlos, La España saqueada: Por qué y cómo hemos llegado hasta aquí… y forma de remediarlo. Amazon, 2023.",Carlos Caldito Aunión,La España saqueada: Por qué y cómo hemos llegado hasta aquí… y forma de remediarlo,Amazon,,2023,2022-2023
"Calvo Muñoz, Salvador y Bernáldez Ordóñez, Alfonso, Prosas perdidas y el Poemario concluso. Cáceres, El País Literario, 2023.",Salvador Calvo Muñoz;Alfonso Bernáldez Ordóñez,Prosas perdidas y el Poemario concluso,Cáceres,El País Literario,2023,2022-2023
"Barrado, Juan Manuel, Poesía Experimental. Mérida, ERE, 2022.",Juan Manuel Barrado,Poesía Experimental,Mérida,ERE,2022,2022-2023
"Calvo Verdú, Miguel, La ciudad de Cáceres y su Semana Santa: heráldica y símbolos. Badajoz, Editamás, 2022.",Miguel Calvo Verdú,La ciudad de Cáceres y su Semana Santa: heráldica y símbolos,Badajoz,Editamás,2022,2022-2023
"Carretero Caballero, Mi pequeño Ganges. Madrid, Visión Libros, 2023, enero. Novela.",Carretero Caballero,Mi pequeño Ganges,Madrid,Visión Libros,2023,2022-2023
"Carrillo Magro, Juan y Casco Casco, Juan Carrillo, Líderes de líderes: una nueva propuesta de las Factorías del Conocimiento para formar los nuevos cuadros de líderes y emprendedores que van a desarrollar nuestros países  [S. l.], Asociación de Universidades Populares de Extremadura, 2022.",Juan Carrillo Magro;Juan Carrillo Casco Casco,Líderes de líderes: una nueva propuesta de las Factorías del Conocimiento para formar los nuevos cuadros de líderes y emprendedores que van a desarrollar nuestros países,[S. l.],Asociación de Universidades Populares de Extremadura,2022,2022-2023
"Casado, Daniel, La lista Robinson. Santiago, RIL Ediciones, 2023. Poesía-",Daniel Casado,La lista Robinson,Santiago,RIL Ediciones,2023,2022-2023
"Casañas, Jesús, Extremoduro. Talento innato. Biografía no autorizada. Madrid, Alianza Editorial, 2023.",Jesús Casañas,Extremoduro. Talento innato. Biografía no autorizada,Madrid,Alianza Editorial,2023,2022-2023
"Casero, Pedro (coord.), Pueblos colonos. Nacidos de la nada. Badajoz, Diputación, 2022.",Pedro Casero,Pueblos colonos. Nacidos de la nada,Badajoz,Diputación,2022,2022-2023
"Castaño Gallardo, Pedro, Lidiando con la pintura. Badajoz, Diputación, 2022.",Pedro Castaño Gallardo,Lidiando con la pintura,Badajoz,Diputación,2022,2022-2023
"Catalán Porras, Javier, Las coordenadas de mi mente. Trujillo, autoedición, diciembre 2022. Poemario",Javier Catalán Porras,Las coordenadas de mi mente,Trujillo,autoedición,2022,2022-2023
"Cayetano Rosado, Moisés, Cincuenta años no es nada y veinte menos. Badajoz, Fundación CB, 2022. Autobiografía",Moisés Cayetano Rosado,Cincuenta años no es nada y veinte menos,Badajoz,Fundación CB,2022,2022-2023
"Cayetano Rosado, Moisés (coord.), Luis Álvarez Lencero. Centenario de un recio forjador de la poesía. Badajoz, Fundación CB, 2023.",Moisés Cayetano Rosado,Centenario de un recio forjador de la poesía,Badajoz,Fundación CB,2023,2022-2023
"Cayetano Rosado, Moisés (dir.), O Pelourinho. Boletín de relaciones transfronterizas, nº 26, 452 págs. Badajoz, Diputación, 2022.",Moisés Cayetano Rosado,O Pelourinho. Boletín de relaciones transfronterizas,Badajoz,Diputación,2022,2022-2023
"Cayetano Rosado, Moisés, Siempre abril. Siempre. Lisboa, Ediçoes Colibrí 2023. Poemario bilingüe, con inspiración en la Revolución de los Claveles portuguesa.",Moisés Cayetano Rosado,Siempre abril. Siempre,Lisboa,Ediçoes Colibrí,2023,2022-2023
"Cebrián, Francisco y Vera, Bartolomé, Víctimas mortales de epidémicas en Almendral. Badajoz, Diputación, 2023.",Francisco Cebrián;Bartolomé Vera,Víctimas mortales de epidémicas en Almendral,Badajoz,Diputación,2023,2022-2023
"Celestino Pérez, Celestino, Cancho Roano. Un santuario tartésico en el valle del Guadiana. Córdoba, Almuzara, 2022.",Celestino Pérez,"Celestino, Cancho Roano. Un santuario tartésico en el valle del Guadiana",Córdoba,Almuzara,2022,2022-2023
"Cercas, Javier, El castillo de Barbazul. Barcelona, Tusquets, 2022. Novela",Javier Cercas,El castillo de Barbazul,Barcelona,Tusquets,2022,2022-2023
"Cercas, Javier, No callar. Barcelona, Tusquets, 2023. Recopilación de artículos periodísticos.",Javier Cercas,No callar,Barcelona,Tusquets,2023,2022-2023
"Cercas Domínguez, José, Cuando diciembre era una elegía. Cáceres, Letras Cascabeleras, 2022. Poesía.",José Cercas Domínguez,Cuando diciembre era una elegía,Cáceres,Letras Cascabeleras,2022,2022-2023
"Cerrato Martín-Romo, Antonia, Hasta que la memoria dure. Badajoz, Fundación CB, 2022. Poemario.",Antonia Cerrato Martín-Romo,Hasta que la memoria dure,Badajoz,Fundación CB,2022,2022-2023
"Hernández Nieves, Román, Ramón de Arcos Nieto-Guerrero. Paisaje natural. Olivenza, Museo Etnográfico Extremeño “González Santana”, 2023.",Román Hernández Nieves,Paisaje natural,Olivenza,Museo Etnográfico Extremeño “González Santana”,2023,2022-2023
"Cerrato Martín-Romo, Antonia y Pepe García Trejo, Pepe (coord.), Los poetas del jueves por la paz: (antología poética). Badajoz, Diputación, 2022.",Antonia Cerrato Martín-Romo;Pepe Pepe García Trejo,Los poetas del jueves por la paz: (antología poética),Badajoz,Diputación,2022,2022-2023
"Carrascosa López, Valentín, La Universidad en Mérida. Badajoz, Diputación/Mérida, Ayuntamiento, 2023. Historia",Valentín Carrascosa López,La Universidad en Mérida,"Badajoz, Diputación/Mérida, Ayuntamiento",Historia,2023,2022-2023
"Casero, Pedro, Pueblos colonos: nacidos de la nada. Badajoz, Agrupación Fotográfica Extremeña/Diputación, 2022.",Pedro Casero,Pueblos colonos: nacidos de la nada,Badajoz,Agrupación Fotográfica Extremeña/Diputación,2022,2022-2023
"Carvajal Grazina, Maribel, El hijo de las sombras. Madrid, Kailas, 2022. Novela histórica.",Maribel Carvajal Grazina,El hijo de las sombras,Madrid,Kailas,2022,2022-2023
"Campano, Francisco Javier, Caya escribe y calla y otras historias. Badajoz, Editamás, 2023.",Francisco Javier Campano,Caya escribe y calla y otras historias,Badajoz,Editamás,2023,2022-2023
"Calvo, Pablo y Díaz Correia, Carlos, Cuentos clásicos de terror y fantasía : [cómic] .] Cáceres, Extrebeo, 2022.",Pablo Calvo;Carlos Díaz Correia,Cuentos clásicos de terror y fantasía : [cómic],Cáceres,Extrebeo,2022,2022-2023
"Calzado Almodóvar, Zacarías, Salón de Otoño de artistas de Badajoz. Badajoz, MUBA, 2022",Zacarías Calzado Almodóvar,Salón de Otoño de artistas de Badajoz,Badajoz,MUBA,2022,2022-2023
"Calle Calle, Francisco Vicente, Aproximación a la iconografía de la catedral vieja de Plasencia: los capiteles de las naves . Plasencia, Asociación Cultural ""Pedro de Trejo"", 2022",Francisco Vicente Calle Calle,Aproximación a la iconografía de la catedral vieja de Plasencia: los capiteles de las naves,Plasencia,"Asociación Cultural ""Pedro de Trejo""",2022,2022-2023
"Cambero Rivero, Santiago, Rebeldía (inteligente) contra la panicofilia. Badajoz, Editamás, 2022.",Santiago Cambero Rivero,Rebeldía (inteligente) contra la panicofilia,Badajoz,Editamás,2022,2022-2023
"Cámara Casares, pedro Luis y otros, La presencia de lo divino: el patrimonio pictórico de la Hermandad de la Salud. Cáceres, s.n., 2023.",Pedro Luis Cámara Casares;otros,La presencia de lo divino: el patrimonio pictórico de la Hermandad de la Salud,Cáceres,s.n.,2023,2022-2023
"Cambero Rivero, Santiago, 50+2: ""Siempre es mejor comprender las crisis, que sorprenderse ante sus secuelas, Badajoz, Editamás, 2022.",Santiago Cambero Rivero,"50+2: Siempre es mejor comprender las crisis, que sorprenderse ante sus secuelas",Badajoz,Editamás,2022,2022-2023
"Camello, Pedro y Aragón, Lola, Diego García de Paredes. El Sansón extremeño. Barcelona, Cascaborra Ediciones, 2022. Comic histórico.",Pedro Camello;Lola Aragón,Diego García de Paredes. El Sansón extremeño,Barcelona,Cascaborra Ediciones,2022,2022-2023
"Camello, Pedro y Aragón, El Almirante invicto (Álvaro de Bazán) Barcelona, Cascaborra Ediciones, 2022. Comic histórico.",Pedro Camello;El Almirante invicto (Álvaro de Bazán) Aragón,"Barcelona, Cascaborra Ediciones",Barcelona,Cascaborra Ediciones,2022,2022-2023
"Campón, Montaña, El enemigo del hombre. Mérida, De la luna libros, 2022. Narrativa",Montaña Campón,El enemigo del hombre,Mérida,De la luna libros,2022,2022-2023
"Carmona Cerrato, Julio, Los topónimos ·Don Benito” y “Aldeanueva”… Don Benito, Ayuntamiento, 2022.",Julio Carmona Cerrato,Los topónimos ·Don Benito” y “Aldeanueva”,Don Benito,Ayuntamiento,2022,2022-2023
"Campón Pérez, Virginia, Madre/Mai. Mérida, ERE, 2022. Premio de teatro de autor extremeño, convocado por la Federación de Teatro de Extremadura. Edición bilingüe.",Virginia Campón Pérez,Madre/Mai,Mérida,ERE,2022,2022-2023
"Canelo, Pureza, De traslación. Valencia, Pre-Textos, 2022. Poesía.",Pureza Canelo,De traslación,Valencia,Pre-Textos,2022,2022-2023
"-Cano, Rafaela, El linaje maldito. Barcelona, Editorial Grijalbo, 2022. Novela histórica.",Rafaela Cano,El linaje maldito,Barcelona,Editorial Grijalbo,2022,2022-2023
"Cano Ramos, Javier (coord.), Spiritualitas en arte hodierna. Arte y espiritualidad en la era contemporánea. Mérida, Dirección General de Turismo, 2022.",Javier Cano Ramos,Spiritualitas en arte hodierna. Arte y espiritualidad en la era contemporánea,Mérida,Dirección General de Turismo,2022,2022-2023
"Cañete Rubio, Rafael María, De mar y ausencia, 2023- Poemario. Natural de Tarifa, reside en Extremadura desde hace lustros.",Rafael María Cañete Rubio,De mar y ausencia,Tarifa,Poemario,2023,2022-2023
"Cardoso, Juanma, Terroríficos cuentos de verano. Badajoz, Fundación CB, 2022.",Juanma Cardoso,Terroríficos cuentos de verano,Badajoz,Fundación CB,2022,2022-2023
"Cardoso, Juanma, Cuentos para entrar en los libros.  Badajoz, Ayuntamiento, 2023.",Juanma Cardoso,Cuentos para entrar en los libros,Badajoz,Ayuntamiento,2023,2022-2023
"Carlos Cristos, Natalio (coord.), Memoria viva Calzadilla: la mirada de un pueblo. Cáceres, Diputación, 2022.",Natalio Carlos Cristos,Memoria viva Calzadilla: la mirada de un pueblo,Cáceres,Diputación,2022,2022-2023
"Barrado, Juan Manuel, Todo es agua menos el agua. Galisteo, La Moderna, 2022.",Juan Manuel Barrado,Todo es agua menos el agua,Galisteo,La Moderna,2022,2022-2023
"Barco Cordero, Jesús del (coord.), Estrategia de salud comunitaria de Extremadura. Mérida, Consejería de Sanidad y Servicios Sociales, 2022.",Jesús del Barco Cordero,Estrategia de salud comunitaria de Extremadura,Mérida,Consejería de Sanidad y Servicios Sociales,2022,2022-2023
"Cerro Ramos, Ramiro, Amor sin medida. Madrid, Pigmalión, 2022.",Ramiro Cerro Ramos,Amor sin medida,Madrid,Pigmalión,2022,2022-2023
"AA. VV, Recobrada memoria. A Ángel Campos. Don Benito, Vberitas, 2022.",AA. VV,Recobrada memoria,Don Benito,Vberitas,2022,2022-2023
"AA.VV., Las experiencias de una Escuela Profesional Dual en Extremadura: Monesterio -Segura de León (2021-2022).  Badajoz, Diputación, 2022.",AA.VV.,Las experiencias de una Escuela Profesional Dual en Extremadura: Monesterio -Segura de León (2021-2022),Badajoz,Diputación,2022,2022-2023
"AA.VV. | Miguel Celdrán Matute, la sencillez te hace grande | Badajoz | Fundación CB | 2023.",AA.VV.,"Miguel Celdrán Matute, la sencillez te hace grande",Badajoz,Fundación CB,2023,2022-2023
"AA.VV, Mujer-ESS : Mujeres líderes de la economía social y solidaria de Extremadura . Almendralejo, Wazo Books, 2022.",AA.VV,Mujer-ESS : Mujeres líderes de la economía social y solidaria de Extremadura,Almendralejo,Wazo Books,2022,2022-2023
"AA.VV., Mujeres de Goya. Vicios y virtudes de la sociedad de su época. Badajoz, MUBA, 2022.",AA.VV.,Mujeres de Goya. Vicios y virtudes de la sociedad de su época,Badajoz,MUBA,2022,2022-2023
"AA.VV. Nebrija: el sueño de la palabra: Feria del libro 2022. Badajoz, Unión de Bibliófilos Extremeños/Ayuntamiento de Badajoz , 2022.",AA.VV.,Nebrija: el sueño de la palabra,Badajoz,Unión de Bibliófilos Extremeños/Ayuntamiento de Badajoz,2022,2022-2023
"AA.VV., Neura: Revista de creación de la Residencia Universitaria Hernán Cortés. Badajoz, Residencia Universitaria Hernán Cortés, 2022",AA.VV.,Neura: Revista de creación de la Residencia Universitaria Hernán Cortés,Badajoz,Residencia Universitaria Hernán Cortés,2022,2022-2023
"AA.VV., Observatorio de la sostenibilidad y accesibilidad de la vivienda. Badajoz, Civitas, 2023.",AA.VV.,Observatorio de la sostenibilidad y accesibilidad de la vivienda,Badajoz,Civitas,2023,2022-2023
"AA.VV., Parábasis, volumen IX, Mérida, Consejería de Cultura, 2023. Teatro.",AA.VV.,"Parábasis, volumen IX",Mérida,Consejería de Cultura,2023,2022-2023
"AA.VV., Pax et Emerita, año 2022. Revista de Teología. Badajoz, Arzobispado.",AA.VV.,Pax et Emerita,Badajoz,Arzobispado,2022,2022-2023
"AA.VV., Pliegos de Yuste, nº 22, 2022. Revista de cultura, ciencia y pensamiento europeos. Academia Europea de Yuste.",AA.VV.,"Pliegos de Yuste, nº 22, 2022. Revista de cultura, ciencia y pensamiento europeos",Academia Europea de Yuste,,2022,2022-2023
"AA.VV., Poetas en ámbito cultural. Badajoz, Fundación CB, 2023",AA.VV.,Poetas en ámbito cultural,Badajoz,Fundación CB,2023,2022-2023
"AA.VV., Pueblos colonos. Nacidos de la nada. Badajoz, AFE, 2022.",AA.VV.,Pueblos colonos. Nacidos de la nada,Badajoz,AFE,2022,2022-2023
"AA., VV., Recetas tradicionales extremeñas: Escuela Profesional Dual ""Campiña Sur III. S.l., s.n., 2022.",VV. AA.,Recetas tradicionales extremeñas,Escuela Profesional Dual 'Campiña Sur III',s.n.,2022,2022-2023
"AA.VV., Recordando a Víctor Chamorro. Mérida, Asociación 25 de marzo, 2022.",AA.VV.,Recordando a Víctor Chamorro,Mérida,Asociación 25 de marzo,2022,2022-2023
"AA.VV., Salón de Otoño. Artistas de Badajoz. Badajoz, Fundación CB, 2022. Catálogo.",AA.VV.,Salón de Otoño. Artistas de Badajoz,Badajoz,Fundación CB,2022,2022-2023
"AA.VV., Sociedad La Luz de los Obreros de Torre de Miguel Sesmero, Reglamento.  Torre de Miguel Sesmero, Ayuntamiento, 2022.",AA.VV.,"Sociedad La Luz de los Obreros de Torre de Miguel Sesmero, Reglamento",Torre de Miguel Sesmero,Ayuntamiento,2022,2022-2023
"AA. VV., XII Jornadas de Historia de Almendralejo y Tierra de Barros. Bicentenario del nacimiento de Carolina Coronado (1820-2020). Almendralejo. Asociación Histórica de Almendralejo, 2022.",AA.VV.,XII Jornadas de Historia de Almendralejo y Tierra de Barros. Bicentenario del nacimiento de Carolina Coronado (1820-2020),Almendralejo,Asociación Histórica de Almendralejo,2022,2022-2023
"AA.VV., 23º Aniversario: 10 años de mujeres progresistas de Badajoz. Badajoz, Diputación Provincial, 2022.",AA.VV.,23º Aniversario: 10 años de mujeres progresistas de Badajoz,Badajoz,Diputación Provincial,2022,2022-2023
